Solution,Window,Sparsity,Precision,Test Instance,NUN Instance
"[[ 0.024284  0.024284  0.58009  ...  0.48448   0.26573   0.26573 ]
 [ 0.3986    0.3986    0.61736  ...  0.38402   0.36295   0.36295 ]
 [ 0.47476   0.47476   0.47476  ...  0.55092   0.4148    0.4148  ]
 ...
 [-1.3303   -1.3303   -1.1519   ... -1.2284   -0.93655  -0.93655 ]
 [-1.4391   -1.4391   -1.1913   ... -0.85086  -0.70727  -0.70727 ]
 [-0.94582  -0.38997  -0.38997  ... -1.05     -0.74433  -0.74433 ]]",62,0.5694444444444444,0.5991111,11,197
"[[-0.24189 -0.12624 -0.12624 ... -0.90185 -1.3197  -1.3197 ]
 [-1.1254  -1.2087  -1.2087  ... -1.7037  -1.4292  -1.4292 ]
 [-1.8825  -1.6512  -1.6512  ... -1.6451  -1.6281  -1.6281 ]
 ...
 [ 1.1711   1.1156   1.1156  ...  1.2275   1.2042   1.2042 ]
 [ 1.0942   1.066    1.066   ...  0.95604  1.0524   1.0524 ]
 [ 1.1711   0.87528  0.87528 ...  0.95993  0.85388  0.85388]]",54,0.625,0.6380165,12,182
"[[-1.0331  -1.2685  -1.2685  ... -1.5296  -1.5296  -0.85979]
 [-1.5189  -1.5189  -1.7693  ... -1.6751  -1.4119  -1.4119 ]
 [-1.9148  -1.5082  -1.5082  ... -1.001   -1.001   -1.3263 ]
 ...
 [ 1.0187   1.0187   1.0905  ...  1.0576   0.92488  0.92488]
 [ 0.89361  0.8429   0.8429  ...  0.91052  0.91052  0.8598 ]
 [ 0.73556  0.73556  0.70682 ...  0.61638  0.61723  0.61723]]",49,0.6597222222222222,0.5389138,13,107
"[[ 1.1853    1.7419    1.5461   ...  1.9531    0.93449   0.93449 ]
 [ 1.0489    0.76509   0.85969  ...  0.4307    0.4307   -0.004889]
 [-0.16548  -0.15009  -0.15009  ... -0.30628  -0.39648  -1.0059  ]
 ...
 [ 1.8038    1.6345    1.6345   ...  1.4948    1.3323    1.308   ]
 [ 1.1698    1.1698    1.1918   ...  0.74155   0.85849   0.82356 ]
 [ 0.82356   0.52363   0.47731  ...  0.12195   0.1546    0.1546  ]]",53,0.6319444444444444,0.6015172,14,146
"[[ 2.0856   1.3044   1.3502  ...  0.4749   0.4749   0.15903]
 [ 0.14697  0.14697 -0.26053 ... -0.90916 -1.3046  -1.3046 ]
 [-1.6518  -1.4011  -1.6205  ... -1.6808  -1.7242  -1.5602 ]
 ...
 [ 1.5617   1.537    1.537   ...  1.4231   1.556    1.4447 ]
 [ 1.4447   1.3763   1.3415  ...  1.3314   1.3314   1.2656 ]
 [ 1.1669   1.1669   1.0265  ...  0.71269  0.57605  0.57605]]",89,0.3819444444444444,0.552479,15,243
"[[-0.15131   1.0787    0.28465  ...  1.0195    1.0195   -0.22916 ]
 [-0.64718  -0.64718   0.4042   ...  0.68265   0.68265  -0.14789 ]
 [-0.14789  -0.071079 -0.071079 ... -0.36873  -0.36873  -0.24871 ]
 ...
 [ 1.3079    1.2854    1.2854   ...  1.6536    1.4078    1.1794  ]
 [ 1.0274    1.0274    0.96724  ...  0.82651   0.56645   0.6562  ]
 [ 0.6562    0.60725   0.63172  ...  0.37983   0.20238   0.20238 ]]",65,0.5486111111111112,0.7271076,16,146
"[[ 0.055146 -0.16799  -0.16799  ... -0.28152  -0.28152  -0.52424 ]
 [-0.80806  -0.80806  -0.74151  ... -1.1036   -1.0273   -0.98422 ]
 [-0.98422  -1.1389   -1.5695   ... -1.5401   -1.5617   -1.5617  ]
 ...
 [ 1.252     1.0678    1.0678   ...  0.80727   0.90511   0.90511 ]
 [ 0.66114   0.66114   0.53662  ...  0.35491   0.35491   0.44386 ]
 [ 0.44386   0.26978  -0.11396  ...  0.056307  0.24564   0.24564 ]]",52,0.6388888888888888,0.53288907,17,107
"[[ 3.6161e+00  2.4684e+00  2.4684e+00 ...  1.7758e+00  1.4196e+00
   1.4196e+00]
 [ 1.6571e+00  1.5938e+00  1.5938e+00 ...  4.5795e-01  1.0555e+00
   1.0555e+00]
 [ 2.1654e-01  3.2735e-01  3.2735e-01 ...  2.5216e-01  2.5216e-01
  -7.6890e-01]
 ...
 [ 1.1527e+00  1.1527e+00  1.3755e+00 ...  1.0308e+00  1.0142e+00
   6.8759e-01]
 [ 6.8759e-01  9.1458e-01  8.0109e-01 ...  5.2841e-01  4.8412e-01
   2.3221e-01]
 [ 2.3221e-01  5.2011e-01  1.7408e-01 ... -3.0850e-03 -1.0966e-01
  -1.0966e-01]]",31,0.7847222222222222,0.6222511,18,176
"[[ 0.66679  0.53676  0.23385 ... -0.40299 -0.40299 -0.48869]
 [-0.49608 -1.096   -1.096   ... -1.0709  -1.1034  -1.3767 ]
 [-1.3767  -1.2127  -1.4728  ... -1.7417  -1.7417  -1.8629 ]
 ...
 [ 1.1446   1.1446   1.177   ...  1.1184   1.1236   1.1236 ]
 [ 1.0693   1.0672   1.0118  ...  0.88429  0.77767  0.84039]
 [ 0.76826  0.76826  0.89265 ...  0.41079  0.48291  0.48291]]",59,0.5902777777777778,0.56887686,19,107
"[[1.5153  1.4631  0.95162 ... 0.91252 1.2579  1.1276 ]
 [1.4788  1.7847  1.7847  ... 0.97257 0.81015 0.81015]
 [0.58818 0.867   0.867   ... 0.88865 0.60442 0.60442]
 ...
 [1.4477  1.4477  1.4769  ... 1.4209  1.329   1.3783 ]
 [1.2249  1.1384  1.1384  ... 0.87112 0.87112 0.79136]
 [0.69334 0.56548 0.52347 ... 0.38465 0.21112 0.21112]]",45,0.6875,0.5009175,20,243
"[[ 1.2084    1.6711    1.6195   ...  1.6997    1.6997    1.8329  ]
 [ 1.6553    1.4161    1.3918   ...  1.7054    1.7813    1.6166  ]
 [ 1.3015    1.535     1.482    ...  1.2686    1.0738    1.0351  ]
 ...
 [ 1.1121    1.1889    1.1889   ...  0.77825   0.58526   0.61179 ]
 [ 0.57337   0.57337   0.45904  ...  0.26147   0.037386  0.19653 ]
 [ 0.19653  -0.077859  0.17275  ... -0.013834  0.096838  0.096838]]",67,0.5347222222222222,0.5300179,21,179
"[[1.1486  0.87784 1.1564  ... 1.631   1.3338  1.5236 ]
 [1.3198  1.3307  1.2606  ... 1.4691  1.4193  1.1875 ]
 [1.3104  1.3104  1.0474  ... 1.0755  0.67866 0.67866]
 ...
 [1.2493  1.2834  1.5318  ... 1.1546  1.1546  1.0883 ]
 [1.1941  1.0736  1.1675  ... 0.91903 0.78378 0.96964]
 [0.70742 0.85095 0.85095 ... 0.4452  0.50684 0.50684]]",39,0.7291666666666666,0.6352692,22,26
"[[ 0.8418   0.97595  1.2616  ...  0.36144  0.34629 -0.39588]
 [-0.30933 -0.30933 -0.96928 ... -1.8391  -1.7439  -1.7439 ]
 [-1.772   -2.4298  -2.4298  ... -2.0165  -1.8348  -1.956  ]
 ...
 [ 1.4484   1.4222   1.4222  ...  1.5105   1.5021   1.4017 ]
 [ 1.4017   1.3397   1.2917  ...  1.1618   1.1618   1.1202 ]
 [ 1.048    0.86245  0.86245 ...  0.49975  0.44154  0.44154]]",49,0.6597222222222222,0.5645491,23,182
"[[2.105   1.9751  1.9751  ... 2.0627  1.8343  1.8343 ]
 [1.7873  1.7779  1.7779  ... 1.961   1.961   1.9203 ]
 [1.7028  1.7028  1.6245  ... 1.6511  1.6511  1.1957 ]
 ...
 [1.1263  1.1263  0.94406 ... 1.474   1.474   1.0254 ]
 [0.93846 0.93846 0.8936  ... 0.90761 1.1515  1.2833 ]
 [1.2833  0.54313 0.76182 ... 0.91883 0.85154 0.85154]]",85,0.4097222222222222,0.50679064,24,67
"[[1.8503  1.9002  1.9002  ... 1.8824  1.6613  1.6613 ]
 [1.7647  1.7059  1.7059  ... 1.7594  1.4385  1.4385 ]
 [1.6899  1.6453  1.6453  ... 1.4225  1.599   1.599  ]
 ...
 [0.98283 1.0573  1.0429  ... 1.0909  1.1053  0.83155]
 [0.83155 0.90839 1.3094  ... 0.49776 0.87957 0.93481]
 [0.93481 0.57701 0.73309 ... 0.81714 0.7379  0.7379 ]]",55,0.6180555555555556,0.6062568,25,265
"[[ 1.8688   1.6398   1.6398  ...  1.8806   1.8806   1.7161 ]
 [ 1.9846   1.9846   1.79    ...  1.5953   1.5265   1.5265 ]
 [ 1.3738   1.6079   1.6079  ...  1.3344   1.3344   1.295  ]
 ...
 [ 0.57951  0.57951  0.48593 ... -0.4434  -0.20784 -0.36596]
 [-0.36596 -0.27883 -0.27883 ...  0.39235  0.39235  0.46334]
 [ 0.43753  0.43753  0.13421 ...  0.32782  0.38913  0.38913]]",56,0.6111111111111112,0.6399715,26,265
"[[ 1.6108    1.6108    1.8081   ...  1.7937    1.7937    1.4698  ]
 [ 1.4698    1.7271    1.7271   ...  1.5886    1.5886    1.7454  ]
 [ 1.7454    1.6121    1.6121   ...  1.8015    1.8015    1.3339  ]
 ...
 [ 0.009494  0.09548   0.09548  ...  0.16713   0.25599   0.25599 ]
 [ 0.043888  0.043888  0.09548  ...  0.56267   0.56267  -0.16534 ]
 [-0.16534   0.68018   0.57986  ... -0.027766  0.41936   0.41936 ]]",57,0.6041666666666666,0.554833,27,67
"[[0.22712  0.6021   0.6021   ... 1.3652   0.61526  0.61526 ]
 [0.88498  1.1284   1.1284   ... 2.0987   2.0987   2.0658  ]
 [1.8356   1.8356   1.3948   ... 1.3981   0.53303  0.74025 ]
 ...
 [0.59062  0.79146  0.79146  ... 0.60912  0.60912  0.51398 ]
 [0.60383  0.60383  0.45056  ... 0.4347   0.46906  0.31578 ]
 [0.31578  0.88131  0.040943 ... 0.36335  0.55891  0.55891 ]]",85,0.4097222222222222,0.8064736,28,67
"[[ 1.5838    1.4514    1.4514   ...  1.6074    1.7193    1.7193  ]
 [ 1.5326    1.5326    1.6035   ...  1.3474    1.3474    1.4467  ]
 [ 1.3765    1.3765    1.4033   ...  1.3064    1.3403    1.401   ]
 ...
 [-0.76651   0.19461   0.19461  ... -0.38722  -0.38722   0.16883 ]
 [-0.077893 -0.077893 -0.25465  ...  0.025214  0.025214 -0.63026 ]
 [-0.63026   0.010485 -0.43509  ... -0.28411  -0.01161  -0.01161 ]]",67,0.5347222222222222,0.50550866,29,71
"[[2.3785   2.3542   2.3542   ... 2.0354   2.0354   2.0302  ]
 [2.2277   2.2277   1.8136   ... 1.895    1.6004   1.5519  ]
 [1.5519   1.3526   1.3526   ... 1.1204   1.0424   1.0424  ]
 ...
 [0.90057  0.95874  0.73714  ... 1.2385   0.42967  0.42967 ]
 [0.47399  0.42413  0.42413  ... 0.028027 0.028027 0.99198 ]
 [0.72329  0.72329  1.1028   ... 0.91996  1.4518   1.4518  ]]",35,0.7569444444444444,0.82276756,30,20
"[[ 2.1559   2.2847   2.2847  ...  2.2211   1.8755   1.8755 ]
 [ 1.9798   1.8037   1.8037  ...  1.3504   1.3504   1.4368 ]
 [ 1.0879   1.0879   1.4319  ...  1.2982   1.2982   0.73892]
 ...
 [-0.63871 -0.63871 -0.30674 ... -0.52188 -0.52188 -0.54733]
 [-0.41547 -0.41547 -0.75669 ... -0.58434 -0.97993 -0.50453]
 [-0.50453 -0.86657 -0.65721 ... -0.83534 -0.6121  -0.6121 ]]",49,0.6597222222222222,0.53711665,31,265
"[[ 1.7983   1.9393   1.9393  ...  1.5332   1.5332   1.1197 ]
 [ 1.1197   1.3362   1.3362  ...  1.4578   1.4578   1.3678 ]
 [ 1.4335   1.4335   1.5088  ...  1.5161   0.95193  0.95193]
 ...
 [-0.78687 -0.6865  -0.68172 ... -0.57497 -0.57497 -0.63711]
 [-0.41406 -0.68491 -0.59728 ... -0.73111 -0.81715 -0.71358]
 [-0.95735 -0.55426 -0.55426 ... -0.35033 -0.36466 -0.36466]]",92,0.3611111111111111,0.5764196,32,265
"[[ 2.1477    1.8346    1.8346   ...  1.6057    1.6057    1.5596  ]
 [ 1.5596    1.8125    1.8125   ...  1.11      1.11      1.7302  ]
 [ 0.79884   0.79884   0.54995  ...  0.11438   0.47167   0.47167 ]
 ...
 [ 0.89049   0.88028   0.88028  ...  0.61741   0.61741   0.58424 ]
 [-0.035924 -0.035924  0.1759   ...  0.010013  0.21673   0.21673 ]
 [ 0.23715   0.23715   0.33668  ...  0.44132   0.1172    0.1172  ]]",95,0.3402777777777778,0.88682115,33,183
"[[-0.99268  -1.6852   -1.3459   ... -1.2948   -1.6364   -1.59    ]
 [-1.6016   -1.3088   -1.3088   ... -1.4528   -1.6178   -1.6178  ]
 [-1.841    -1.9804   -0.95782  ... -0.86951  -0.84859  -0.47675 ]
 ...
 [ 0.64562   0.73489   0.59495  ...  0.37298   0.62149   0.31748 ]
 [ 0.31748   0.21856  -0.044435 ...  0.081029  0.073791 -0.21574 ]
 [-0.056499  0.24751  -0.087865 ... -0.18679  -0.27365  -0.27365 ]]",90,0.375,0.774036,34,169
"[[ 1.2704    1.5682    1.5682   ...  1.3997    1.3555    1.3555  ]
 [ 1.6142    1.4899    1.4899   ...  1.7946    1.7946    1.7282  ]
 [ 1.5801    1.5801    1.6159   ...  1.507     1.4355    1.3623  ]
 ...
 [-1.3393   -1.4137   -1.4137   ... -1.5789   -1.5789   -0.78579 ]
 [-0.8271   -0.8271   -0.60816  ... -0.9469   -0.19507  -0.27356 ]
 [-0.27356   0.044522 -0.005049 ... -0.029834  0.10235   0.10235 ]]",85,0.4097222222222222,0.78530717,35,67
"[[ 1.008    -0.24431   0.86552  ... -0.17307  -0.10183  -0.10183 ]
 [-0.59301   0.68555  -0.41679  ... -0.094335  0.20187   0.20187 ]
 [ 0.26561   1.083     0.96301  ...  0.63306   1.008     1.008   ]
 ...
 [ 0.24785   0.51513  -0.080724 ... -0.64423  -0.87917  -0.87917 ]
 [-0.79234  -1.1056   -1.1975   ... -1.635    -1.8836   -1.8836  ]
 [-1.9772   -1.7866   -2.0538   ... -2.3382   -2.1832   -2.1832  ]]",70,0.5138888888888888,0.5951529,36,141
"[[ 0.82344  1.2226   0.961   ...  1.0042   1.1903   1.1903 ]
 [ 1.7108   0.61844  1.8025  ...  0.91245  0.58608  0.58608]
 [ 0.76949  0.84771  0.23004 ...  0.756    0.58338  0.58338]
 ...
 [ 1.8545   1.4071   1.156   ...  0.66437  0.74218  0.74218]
 [ 0.60602  0.31071  0.45571 ... -0.15436 -0.79096 -0.79096]
 [-0.85815 -0.98547 -0.92005 ... -1.5637  -0.97486 -0.97486]]",52,0.6388888888888888,0.6122837,37,249
"[[-2.0813   -1.5156   -1.211    ... -2.0101   -2.0101   -0.94194 ]
 [-0.19026  -1.8044   -1.8044   ... -0.28125  -0.5028   -0.66105 ]
 [ 0.1658    0.1658    0.14207  ... -0.13091   0.4823    0.70385 ]
 ...
 [ 1.5015    2.0281    1.8927   ...  1.6403    1.6403    1.5467  ]
 [ 1.7189    1.5617    1.5617   ...  0.94483   0.78769   0.89468 ]
 [ 0.64391   0.64391   0.1056   ... -0.033157 -0.51296  -0.51296 ]]",72,0.5,0.66592836,38,249
"[[ 1.3416e+00  1.3776e+00  1.3776e+00 ...  1.6748e+00  1.6357e+00
   1.6357e+00]
 [ 1.5812e+00  1.5812e+00  1.5267e+00 ...  1.8815e+00  1.8815e+00
   1.7786e+00]
 [ 1.7786e+00  1.8157e+00  1.8157e+00 ...  1.4783e+00  1.8033e+00
   1.8033e+00]
 ...
 [ 2.3395e+00  1.4669e+00  1.4669e+00 ...  8.8677e-01  1.1717e+00
   4.6187e-01]
 [ 4.2069e-02  4.2069e-02 -2.9171e-02 ...  1.3610e-03 -5.5075e-01
  -5.5838e-01]
 [-5.5838e-01 -1.2759e+00 -1.4972e+00 ... -1.8102e+00 -1.6804e+00
  -1.6804e+00]]",80,0.4444444444444444,0.54335594,39,73
"[[-0.64214  -0.3806   -0.31049  ... -0.33206  -0.48576  -0.64214 ]
 [-0.64214  -0.6044   -0.68798  ... -0.64484  -0.64484  -0.29971 ]
 [-0.90639  -0.90639  -0.34015  ... -0.43722  -1.3486   -1.3486  ]
 ...
 [ 1.2709    1.8129    1.8094   ...  1.0034    1.0034    1.2501  ]
 [ 0.96523   0.96523   0.62479  ...  0.016863  0.4372    0.4372  ]
 [ 0.28435  -0.16031  -0.16031  ... -0.46601  -1.0427   -1.0427  ]]",50,0.6527777777777778,0.53101254,40,168
"[[ 0.10309  -0.1138   -0.27848  ...  0.83411   1.6334    0.66943 ]
 [ 0.66943   0.25974   1.1354   ...  0.76583   0.45655   0.48467 ]
 [ 0.43647   0.43647   1.4004   ...  0.23564  -0.57169  -0.65604 ]
 ...
 [ 0.082799  0.043949  0.043949 ... -0.39926  -0.39926  -0.30887 ]
 [-0.64267  -0.79252  -0.84881  ... -1.4712   -1.824    -1.824   ]
 [-1.8589   -2.0349   -2.3933   ... -2.8294   -2.9007   -2.9007  ]]",52,0.6388888888888888,0.6519259,41,249
"[[ 1.3416   1.3776   1.3776  ...  1.6748   1.6357   1.6357 ]
 [ 1.5812   1.5812   1.5267  ...  1.8815   1.8815   1.7786 ]
 [ 1.7786   1.8157   1.8157  ...  1.4783   1.8033   1.8033 ]
 ...
 [ 1.7149   1.6764   1.6764  ...  0.94481  1.2143   1.2143 ]
 [ 1.1487   0.61412  0.61412 ... -0.41644 -0.76751 -0.76751]
 [-0.80149 -1.2318  -1.2318  ... -1.8071  -2.1424  -2.1424 ]]",84,0.4166666666666667,0.52967274,42,73
"[[-0.52572  -0.22959  -0.36849  ... -0.5991   -0.5991   -0.99481 ]
 [-0.35538  -0.35538  -0.19815  ... -0.2689   -0.358    -0.358   ]
 [-0.98695  -0.19028  -0.93191  ... -1.0944   -1.0944   -0.95026 ]
 ...
 [ 1.0464    1.0464    1.0391   ...  0.88192   0.88192   1.0234  ]
 [ 0.711     0.711     0.66965  ...  0.48219   0.61451   0.61451 ]
 [ 0.42705   0.43165   0.43165  ... -0.139    -0.048945 -0.048945]]",81,0.4375,0.7632139,43,12
"[[-0.5967   -0.21819  -1.0887   ... -1.2528   -0.68501  -1.0467  ]
 [-1.0467   -0.087821 -0.24343  ... -0.61772  -1.2528   -1.0383  ]
 [-1.3201   -1.3201   -1.6733   ... -0.83221  -0.83221  -0.92053 ]
 ...
 [ 0.45162   0.44296   0.99467  ...  0.93401   0.97734   0.81847 ]
 [ 0.2103    0.2103   -0.28538  ... -0.63707  -0.79286  -0.79286 ]
 [-0.77397  -1.1516   -1.1516   ... -1.9518   -2.438    -2.438   ]]",70,0.5138888888888888,0.55401224,44,254
"[[-1.4704   -1.3121   -1.5727   ... -1.3022   -1.2758   -1.7772  ]
 [-1.7772   -1.0548   -1.9586   ... -1.6321   -1.0647   -0.68212 ]
 [-0.68212  -0.24672  -0.88662  ... -0.77447  -1.1274   -0.99217 ]
 ...
 [ 1.8919    2.0436    2.0436   ...  1.3448    1.3488    1.3488  ]
 [ 0.96379   0.75944   0.75944  ... -0.092232 -0.46797  -0.46797 ]
 [-0.56026  -0.93863  -0.93863  ... -1.3276   -1.4396   -1.4396  ]]",77,0.4652777777777778,0.5016467,45,16
"[[ 1.5394   1.5038   1.2551  ...  1.1282   0.70682  1.0368 ]
 [ 0.78804  1.0063   1.0063  ...  1.2094   1.2094   1.0977 ]
 [ 1.3744   1.2475   0.84389 ...  0.53929  0.47838  0.51137]
 ...
 [ 0.57     0.48033  0.30709 ... -0.1311  -0.18206 -0.4195 ]
 [-0.6284  -0.6284  -0.85565 ... -1.4049  -1.7575  -2.0327 ]
 [-2.3638  -2.6135  -2.9406  ... -3.6591  -4.084   -4.084  ]]",93,0.3541666666666667,0.99637306,46,132
"[[-1.2812  -1.3839  -1.4927  ... -1.6015  -1.399   -1.399  ]
 [-1.5894  -1.2449  -1.1754  ... -1.8643  -1.8643  -1.3114 ]
 [-1.0334  -1.4866  -1.4866  ... -1.9278  -0.84602 -1.674  ]
 ...
 [ 1.1802   1.1802   1.0971  ...  0.90825  0.88645  0.88645]
 [ 0.90098  0.85117  0.92382 ...  0.80239  0.80239  0.85324]
 [ 0.60625  0.60625  0.58549 ...  0.35406  0.43397  0.43397]]",65,0.5486111111111112,0.56890994,47,245
"[[-0.76524  -0.26561  -0.26561  ... -0.48325  -0.50975  -0.50975 ]
 [-0.15774  -0.59112  -0.59112  ... -0.53813  -0.53813   0.033408]
 [-0.66682  -0.66682  -0.27129  ... -0.46054  -0.2675   -0.4208  ]
 ...
 [ 0.28591   0.28591   1.1941   ...  0.26394   0.022228  0.022228]
 [ 0.39578   0.39578   0.39578  ... -1.0325   -1.0325    0.54959 ]
 [ 0.54959  -0.71754  -0.71754  ... -0.83473  -0.83473  -0.83473 ]]",57,0.6041666666666666,0.7817738,48,83
"[[-0.62529  -0.32654  -0.32654  ... -0.42612  -0.47299  -0.20548 ]
 [ 0.48768   0.48768  -0.021939 ... -0.043418 -0.043418 -0.13909 ]
 [ 0.073737  0.32171   0.32171  ...  0.19675   0.40958   0.40958 ]
 ...
 [-1.0419   -1.1541   -0.78875  ...  0.14049   0.062812 -0.24501 ]
 [-0.063771 -0.063771 -0.23926  ...  0.11747   0.11747  -0.13569 ]
 [ 0.051304 -0.032125 -0.032125 ... -0.66792  -0.55572  -0.55572 ]]",84,0.4166666666666667,0.7248985,49,139
"[[ 0.041885  0.25671   0.17483  ... -0.010135  0.2885    0.2885  ]
 [ 0.14689   0.26538   0.32607  ...  0.40603   0.28079   0.28079 ]
 [ 0.086198  0.35593   0.29139  ...  0.50429   0.51488   0.51488 ]
 ...
 [-1.2283   -1.135    -0.986    ... -1.3061   -1.2861   -1.3973  ]
 [-1.3973   -1.2861   -1.2128   ... -1.2083   -1.7841   -1.424   ]
 [-1.424    -1.3195   -1.8241   ... -1.3884   -1.1994   -1.1994  ]]",107,0.2569444444444444,0.9231666,50,137
