Solution,Window,Sparsity,Precision,Test Instance,NUN Instance
"[[-0.607456 -0.611583 -0.605547 ... -2.478759 -2.350196 -2.218169]
 [-2.197657 -1.842788 -1.1581   ... -0.753074 -0.612031 -0.557092]
 [-0.600117 -0.633856 -0.633755 ... -0.630508 -0.192192 -0.022255]
 ...
 [ 0.919813  0.929117  0.948776 ... -0.817587 -0.902233 -0.834306]
 [-0.907525 -0.844719 -0.837644 ... -0.623465 -1.07224  -1.406182]
 [-1.61137  -1.904045 -1.027113 ... -0.64645  -0.646006 -0.70604 ]]",15,0.8545751633986928,0.57408714,1,88
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [ 0.051465 -0.267909 -0.661279 ... -0.531482 -0.83735  -0.822038]
 [-0.493253 -0.463565 -0.408913 ... -0.190186 -0.147516 -0.102573]
 [-0.414095 -0.44656  -0.671375 ... -0.444865 -0.4469   -0.450907]]",25,0.8733660130718954,0.99851936,2,76
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [-0.327903 -0.267909 -0.661279 ... -0.531482 -0.83735  -0.822038]
 [-0.493253 -0.463565 -0.408913 ... -0.190186 -0.303742 -0.397268]
 [-0.414095 -0.44656  -0.671375 ... -0.444865 -0.665595 -0.667068]]",24,0.869281045751634,0.9805752,2,76
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [-0.327903 -0.267909 -0.661279 ... -0.531482 -0.83735  -0.822038]
 [-0.713504 -0.463565 -0.408913 ... -0.190186 -0.303742 -0.102573]
 [-0.179572 -0.44656  -0.671375 ... -0.444865 -0.4469   -0.667068]]",23,0.8799019607843137,0.97203,2,76
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [-0.327903 -0.267909 -0.661279 ... -0.844054 -0.83735  -0.822038]
 [-0.713504 -0.463565 -0.408913 ... -0.190186 -0.303742 -0.397268]
 [-0.179572 -0.44656  -0.671375 ... -0.444865 -0.4469   -0.667068]]",22,0.8668300653594772,0.98960775,2,76
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [-0.327903 -0.267909 -0.661279 ... -0.844054 -0.83735  -0.822038]
 [-0.713504 -0.463565 -0.408913 ... -0.14278  -0.303742 -0.397268]
 [-0.179572 -0.201625 -0.671375 ... -0.444865 -0.4469   -0.667068]]",21,0.8496732026143791,0.9910523,2,76
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [ 0.051465 -0.267909 -0.661279 ... -0.844054 -0.83735  -0.822038]
 [-0.493253 -0.463565 -0.408913 ... -0.190186 -0.147516 -0.102573]
 [-0.179572 -0.44656  -0.671375 ... -0.444865 -0.4469   -0.667068]]",20,0.8921568627450981,0.9461921,2,76
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [ 0.051465 -0.267909 -0.661279 ... -0.531482 -0.83735  -0.526781]
 [-0.493253 -0.463565 -0.408913 ... -0.190186 -0.303742 -0.397268]
 [-0.414095 -0.44656  -0.671375 ... -0.444865 -0.4469   -0.667068]]",19,0.9019607843137255,0.85460204,2,76
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [-0.327903 -0.267909 -0.851792 ... -0.844054 -0.83735  -0.822038]
 [-0.713504 -0.463565 -0.408913 ... -0.190186 -0.303742 -0.397268]
 [-0.414095 -0.44656  -0.671375 ... -0.444865 -0.665595 -0.667068]]",18,0.8799019607843137,0.709773,2,76
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [-0.327903 -0.267909 -0.851792 ... -0.844054 -0.83735  -0.822038]
 [-0.713504 -0.463565 -0.408913 ... -0.14278  -0.147516 -0.102573]
 [-0.414095 -0.44656  -0.671375 ... -0.444865 -0.4469   -0.450907]]",17,0.8357843137254902,0.83100384,2,76
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [-0.327903 -0.267909 -0.851792 ... -0.844054 -0.83735  -0.822038]
 [-0.493253 -0.463565 -0.408913 ... -0.190186 -0.303742 -0.397268]
 [-0.414095 -0.44656  -0.671375 ... -0.444865 -0.4469   -0.450907]]",16,0.8839869281045751,0.5200739,2,76
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [-0.327903 -0.267909 -0.851792 ... -0.844054 -0.83735  -0.822038]
 [-0.493253 -0.463565 -0.408913 ... -0.190186 -0.303742 -0.397268]
 [-0.414095 -0.44656  -0.671375 ... -0.444865 -0.4469   -0.450907]]",15,0.8504901960784313,0.6696448,2,76
"[[-0.495153 -0.451345 -0.451346 ...  0.847627  0.858104  0.904602]
 [ 0.906063  0.905133  0.870191 ... -0.497998 -0.495097 -0.487448]
 [-0.503305 -0.499306 -0.501495 ... -0.25329  -0.118794 -0.135721]
 ...
 [-0.327903 -0.267909 -0.851792 ... -0.844054 -0.83735  -0.822038]
 [-0.493253 -0.463565 -0.408913 ... -0.190186 -0.303742 -0.397268]
 [-0.414095 -0.44656  -0.671375 ... -0.444865 -0.4469   -0.450907]]",14,0.8455882352941176,0.5203284,2,76
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 1.57605   1.615014  1.651439 ... -0.775954 -0.769071 -0.797251]
 [-0.765546 -0.767321 -0.765708 ... -0.032761  0.044554  0.059286]
 [ 0.068982  0.065748  0.066015 ... -0.193219 -0.27427  -0.430645]]",41,0.7116013071895425,0.99908125,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 1.57605   0.693275  0.704897 ... -0.775954 -0.852291 -0.856257]
 [-0.765546 -0.852282 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [ 0.068982  0.065748  0.066015 ... -0.193219 -0.27427  -0.430645]]",40,0.6813725490196079,0.8186098,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 1.57605   0.693275  0.704897 ... -0.775954 -0.852291 -0.856257]
 [-0.765546 -0.767321 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [ 0.068982  0.065748  0.066015 ... -0.193219 -0.27427  -0.430645]]",39,0.6495098039215687,0.8333534,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 0.674644  0.693275  0.704897 ... -0.775954 -0.852291 -0.797251]
 [-0.851622 -0.767321 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [ 0.068982  0.065748  0.066015 ... -0.193219 -0.27427  -0.430645]]",38,0.6405228758169934,0.6688759,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 0.674644  0.693275  0.704897 ... -0.775954 -0.852291 -0.856257]
 [-0.765546 -0.767321 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [-0.59567   0.065748 -0.539958 ... -0.802304 -0.715579 -0.692308]]",37,0.6217320261437909,0.7146846,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 1.57605   0.693275  0.704897 ... -0.775954 -0.852291 -0.856257]
 [-0.851622 -0.767321 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [-0.59567  -0.462005 -0.539958 ... -0.802304 -0.715579 -0.692308]]",36,0.6503267973856209,0.65219605,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 0.674644  0.693275  0.704897 ... -0.775954 -0.769071 -0.856257]
 [-0.765546 -0.852282 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [-0.59567  -0.462005 -0.539958 ... -0.802304 -0.715579 -0.692308]]",35,0.6388888888888888,0.70622927,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 1.57605   0.693275  0.704897 ... -0.775954 -0.852291 -0.856257]
 [-0.765546 -0.767321 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [-0.59567  -0.462005 -0.539958 ... -0.802304 -0.715579 -0.692308]]",34,0.6495098039215687,0.70000154,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 0.674644  0.693275  0.704897 ... -0.847314 -0.852291 -0.797251]
 [-0.851622 -0.767321 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [-0.59567   0.065748 -0.539958 ... -0.802304 -0.715579 -0.692308]]",33,0.6666666666666666,0.6775266,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 0.674644  0.693275  0.704897 ... -0.775954 -0.769071 -0.856257]
 [-0.851622 -0.767321 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [-0.59567   0.065748 -0.539958 ... -0.802304 -0.715579 -0.692308]]",32,0.6911764705882353,0.6282628,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 0.674644  0.693275  0.704897 ... -0.847314 -0.852291 -0.856257]
 [-0.765546 -0.767321 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [-0.59567   0.065748 -0.539958 ... -0.802304 -0.715579 -0.692308]]",31,0.6895424836601307,0.63648564,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 1.57605   0.693275  0.704897 ... -0.775954 -0.852291 -0.797251]
 [-0.765546 -0.767321 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [-0.59567   0.065748 -0.539958 ... -0.802304 -0.715579 -0.692308]]",30,0.6862745098039216,0.54518896,3,15
"[[-0.547021 -0.549974 -0.542614 ... -0.490549 -0.476423 -0.487528]
 [-0.497648 -0.498825 -0.491264 ... -0.476372 -0.48122  -0.48107 ]
 [-0.47235  -0.501773 -0.487282 ... -1.827791 -1.837957 -1.843794]
 ...
 [ 0.674644  0.693275  0.704897 ... -0.775954 -0.852291 -0.856257]
 [-0.851622 -0.767321 -0.765708 ... -0.032761 -0.679033 -0.627454]
 [-0.59567   0.065748 -0.539958 ... -0.802304 -0.715579 -0.692308]]",29,0.6821895424836601,0.54979265,3,15
"[[-0.492635 -0.513056 -0.633234 ...  0.680407  0.758751  0.507844]
 [ 0.161808  0.109027 -0.318914 ... -1.125806 -0.934316 -0.728774]
 [-0.651624 -0.628753 -0.639729 ...  0.177461 -0.185581 -0.165655]
 ...
 [ 0.551397  0.560175  0.425683 ... -0.599775 -0.575953 -0.47242 ]
 [-0.232719 -0.095188  0.004954 ... -1.071597 -0.84255  -0.794434]
 [-0.745802 -0.612147 -0.34804  ... -0.475659 -0.4621   -0.46323 ]]",23,0.7973856209150327,0.9909797,4,149
"[[-0.492635 -0.513056 -0.633234 ...  0.680407  0.758751  0.507844]
 [ 0.161808  0.109027 -0.318914 ... -1.125806 -0.934316 -0.728774]
 [-0.651624 -0.628753 -0.639729 ...  0.177461 -0.185581 -0.165655]
 ...
 [ 0.08605   0.560175 -0.719778 ... -0.599775 -0.575953 -0.47242 ]
 [-0.44046  -0.095188  0.004954 ... -1.071597 -0.84255  -0.794434]
 [-0.745802 -0.767407 -1.047927 ... -0.475659 -0.4621   -0.46323 ]]",22,0.7769607843137255,0.80219847,4,149
"[[-0.492635 -0.513056 -0.633234 ...  0.680407  0.758751  0.507844]
 [ 0.161808  0.109027 -0.318914 ... -1.125806 -0.934316 -0.728774]
 [-0.651624 -0.628753 -0.639729 ...  0.177461 -0.185581 -0.165655]
 ...
 [ 0.08605   0.560175  0.425683 ... -0.599775 -0.575953 -0.47242 ]
 [-0.232719 -0.095188  0.004954 ... -0.487063 -0.84255  -0.794434]
 [-0.745802 -0.612147 -0.34804  ... -0.475659 -0.4621   -0.46323 ]]",21,0.8022875816993464,0.6848069,4,149
"[[-0.492635 -0.513056 -0.633234 ...  0.680407  0.758751  0.507844]
 [ 0.161808  0.109027 -0.318914 ... -1.125806 -0.934316 -0.728774]
 [-0.651624 -0.628753 -0.639729 ...  0.177461 -0.185581 -0.165655]
 ...
 [ 0.08605  -0.278153 -0.719778 ... -0.599775 -0.575953 -0.47242 ]
 [-0.44046  -0.449619 -0.437602 ... -0.487063 -0.376099 -0.794434]
 [-0.745802 -0.612147 -0.34804  ... -0.475659 -0.4621   -0.46323 ]]",20,0.7532679738562091,0.5366597,4,149
"[[-0.492635 -0.513056 -0.633234 ...  0.680407  0.758751  0.507844]
 [ 0.161808  0.109027 -0.318914 ... -1.125806 -0.934316 -0.728774]
 [-0.651624 -0.628753 -0.639729 ...  0.177461 -0.185581 -0.165655]
 ...
 [ 0.08605   0.560175 -0.719778 ... -0.599775 -0.575953 -0.47242 ]
 [-0.44046  -0.449619 -0.437602 ... -0.487063 -0.376099 -0.794434]
 [-0.745802 -0.612147 -0.34804  ... -0.475659 -0.4621   -0.46323 ]]",19,0.7745098039215687,0.5154209,4,149
"[[-0.593007 -0.590538 -0.59537  ... -0.509954 -0.506421 -0.494185]
 [-0.484291 -0.487301 -0.492558 ... -0.579038 -0.57017  -0.569988]
 [-0.587066 -0.575835 -0.564391 ... -1.892836 -1.904021 -1.90987 ]
 ...
 [-0.048545 -0.225149 -0.431888 ... -0.577875 -0.578488 -0.577335]
 [-0.577927 -0.579049 -0.578128 ... -0.022571 -0.02997  -0.025938]
 [-0.028152 -0.049105 -0.036926 ... -0.760029 -0.780768 -0.753245]]",23,0.8578431372549019,0.996644,5,148
"[[-0.593007 -0.590538 -0.59537  ... -0.509954 -0.506421 -0.494185]
 [-0.484291 -0.487301 -0.492558 ... -0.579038 -0.57017  -0.569988]
 [-0.587066 -0.575835 -0.564391 ... -1.892836 -1.904021 -1.90987 ]
 ...
 [-0.048545 -0.225149 -0.431888 ... -0.577875 -0.578488 -0.577335]
 [-0.577927 -0.579049 -0.578128 ... -0.022571 -0.02997  -0.025938]
 [-0.028152 -0.049105 -0.036926 ... -0.760029 -0.780768 -0.753245]]",22,0.8464052287581699,0.99490523,5,148
"[[-0.593007 -0.590538 -0.59537  ... -0.509954 -0.506421 -0.494185]
 [-0.484291 -0.487301 -0.492558 ... -0.579038 -0.57017  -0.569988]
 [-0.587066 -0.575835 -0.564391 ... -1.892836 -1.904021 -1.90987 ]
 ...
 [-0.048545 -0.225149 -0.431888 ... -0.577875 -0.578488 -0.577335]
 [-0.577927 -0.579049 -0.578128 ... -0.022571 -0.02997  -0.025938]
 [-0.028152 -0.049105 -0.036926 ... -0.760029 -0.780768 -0.753245]]",21,0.8946078431372549,0.9798135,5,148
"[[-0.593007 -0.590538 -0.59537  ... -0.509954 -0.506421 -0.494185]
 [-0.484291 -0.487301 -0.492558 ... -0.579038 -0.57017  -0.569988]
 [-0.587066 -0.575835 -0.564391 ... -1.892836 -1.904021 -1.90987 ]
 ...
 [-0.048545 -0.225149 -0.431888 ... -0.577875 -0.578488 -0.577335]
 [-0.577927 -0.579049 -0.578128 ... -0.022571 -0.02997  -0.025938]
 [-0.028152 -0.049105 -0.036926 ... -0.760029 -0.780768 -0.753245]]",20,0.9199346405228758,0.91972554,5,148
